IDComentario,comentario
79794,"Para variar a maioria dos restaurantes da rede possuem um péssimo atendimento no início. Os garçons parecem que são treinados para fazer o cliente gastar mais e não existe nenhuma possibilidade de excessão, prato para uma pessoa, por exemplo, me sugeriram comer carne…. Vê se é possível. Sem contar que o shopping e o restaurante em Manaus fedem a mofo, tantos lugares para escolher escolheram um shopping fedido."
79799,"Preço absurdo o que você gasta num jantar da pra fazer um rancho pro mês todo
A comida é muito boa mas fazem um assalto no bolso"
79806,"Toda vez que visito o lugar o atendimento deixa a desejar, única coisa que salva ultimamente é a comida em si, na última vez esperei mais de uma hora para receber meu prato, com o restaurante praticamente vazio...."
79820,"Senti diferença no tratamento pq não estava com roupas de grife. Muita dificuldade pra conseguir uma mesa. Vi pessoas que chegaram depois de mim e entraram primeiro. O atendimento lá dentro demorou bastante, e pelo preço dos pratos, o atendimento não corresponde."
79871,"Preços acima de mercado, isso seleciona muito limita a classe dos clientes."
79875,"Não tinha nada do cardápio, se fossem montar o cardápio no dia com os itens disponíveis, ficava no mínimo um terço do cardápio atual, além disso, os funcionários não pareciam estar com vontade de trabalhar"
79979,"Camarão Superfaturado"
80014,"Péssimo réveillon, não cumpriram o cronograma que fizeram. Não teve DJ e nem um prato especial de réveillon. E ainda não permitiram levar para viagem um prato que eu PAGUEI!! e ainda sobrou crédito."
80105,"Atendimento deixa a desejar, falta alguns pratos que estão no cardápio, não indico!"
80164,Regular
80480,"Foi péssimo !! No restaurante em Manaus o cliente é obrigado usar o aplicativo. A impressão que dá é que vc está em uma lanchonete dessas populares. O garcon sem o menor preparo para lhe dar com pessoas que tem dificuldades em usar aplicativos. Minha esposa até que tentou !! Em síntese !!  não ficamos mais de 15 minutos no restaurante. Fomos embora, sem almoçar e sem o menor constrangimento dos funcionarios. Atendimento nota ZERO."
80485,"Atendimento, tardio, não há informações claras quanto ao dever do pagamento do cover, 10%, e cobram a rolha de bolo."
80534,"Atendimento robotizado, ambiente pouco acolhedor. Recomendo para quem busca fotos instagramáveis."
80593,"No último dia 12 de outubro visitei o Restaurante, aguardei cerca de 10 minutos até desistir de esperar, chamei um garçon para me providenciar uma cadeira, não bastando isso, ele me trouxe uma cadeira pequena diferente das demais que estavam na mesa, solicitei uma paella, mas foi decepcionante veio arroz com camarão e dois mariscos, fiquei extremamente frustrado o outro prato foi melhor um camarão coco bambu."
80609,"Demora na entrega do pedido. Oferta em cardápio inexistente no estabelecimento. Comida boa,  vale o que se paga, mas tem que melhorar esse serviço"
80739,"Tinha cabelo no meu prato. Carne crua e por duas vezes continuou crua. O valor extremamente caro levando-se em conta o serviço prestado. Eu ainda nao tinha ido em um restaurante dito de luxo que o melhor prato é a sobremesa. Péssimo"
80740,"Tinha cabelo no prato do meu namorado, fomos atendidos de qualquer forma, não tinha um distanciamento. Esperamos quase 1h pra entrar e a comida estava crua. Simples assim."
80776,"Demora muito atentimento garçons super educado somente pedido demora maio pra sair e sai em ordens aleatorias nao por ordem de chegada"
80829,"Fui muito mau atendido."
80837,"Comida sem gosto
Pedi para o rapaz bota a comida para a viagem e ele só deixou no outro balcão, minutos depois que ele foi guardar a comida exposta"
80858,"A grife Coco Bambu é demais. Contudo, em Manaus tive uma experiência péssima. Logo que chegamos, o recepcionista tentou descaradamente nos desestimular, pois criou várias dificuldades para não aguardamos na fila a chamada para entrarmos no restaurante. Disse que esperaria, ele então disse que por padrão, não dava para informar um tempo médio de espera. Cheguei a pensar que não estava vestido corretamente para comer no bendito restaurante.
A comida estava gelada. Comprei um file com batata recheada.
Som alto demais."
80870,"Restaurante que apoia o vagabundo que está no planalto ocupando a cadeira de presidente da república."
80956,"A unidade de Manaus está destruindo a fama do restaurante com péssimo gerenciamento, promoção enganosa e péssima qualidade da comida.
Uma pena."
81030,"Muito diferente de Fortaleza, serviu macaxeira ruim e quis colocar a culpa no fornecedor, não resolveu o problema apenas deu desculpa."
81074,"Muito lindo, porém  Caro  comida sem gosto mas as pessoas gostam de ir para tirar selfie. Ahh os drinks salvam o estabelecimento."
81091,"Comida de excelência e atendimento extremamente burocrático."
81093,"Não gostei do atendimento do garçom . Mal educado ."
81285,"Não tinha os pratos pedidos, música muito alta, barulhos perturbadores vindos do teto... Experiência não muito boa."
81367,"Antro de bolsominions"
81560,"Deve ser bom, Não conseguir entrar, lotado"
81561,"Boa noite.

Estive sa?bado no restaurante de voce?s e por diversas vezes ja? passei por situac?o?es desconforta?veis quanto ao pagamento da taxa 10%.

Em uma das vezes o gerente veio ate? a mesa para saber o porque? que eu e meus amigos/familiares na?o queri?amos pagar os 10%. Ora, a taxa e? opcional e na?o obrigato?ria.

Ja? no sa?bado 12/12 estive novamente no restaurante, ao final quando pedimos a conta, solicitamos a retirada dos 10%, e para a surpresa de todos na mesa, o garc?om simplesmente falou “deixa eu tirar a taxa para eu na?o perder o meu tempo”, afinal, o garc?om na?o recebe pelos seus servic?os, independentemente de taxa? ?????.

Sugiro que seus colaboradores (garc?ons e gerentes) sejam treinados e informados para este tipo de situac?a?o, pois o respeito com os clientes deve prevalecer sempre!"
81579,"Foi a primeira vez que fui ao local demoraram quinze minutos pra nós enxergar, pois estava com uma amiga, no local não há onde carregar celular se tem não me informaram, atendimento demorado demais e na hora de pagar a conta não pretendia ppagar
Dez por cento mas fui praticamente obrigada pelo"
81615,"A comida e a bebida é padrão como em todo coco bambu pelo Brasil,  mas o atendimento deixa a desejar. Vc tem qie pedir o chopp qdo o seu estiver na metade e mesmo assim ficaram muito tempo esperando o próximo,  e não espere por um chopp gelado e com colarinho cremoso, com toda essa demora ele cjega quente e sem colarinhj"
81619,"O lugar caiu mto a comida demorou mto é ainda veio fria"
81666,"Péssimo serviço. Pedimos um prato, não tinha, pedimos outro e tbm não tinha. Como havia pedido uma entrada e os dois pratos não estavam sendo oferecidos, decidi cancelar a entrada. O garçom disse que eu não poderia. Perguntei a então se eu seria obrigada a consumir a entrada sendo que pratos que eu queria não tinha. Cancelei e fui embora. Absurdo!"
81732,"Atendimento mudou, ficou muito ruim"
81749,"Muito complicado o atendimento. Cobrando a mais, se não for acompanhado por mim, pagaria a mais do que consumi."
81785,Péssimo
81814,"Comida excepcional como em todos os restaurantes Coco Bambu, agora o atendimento lastimável. Uma pena, me senti em um fast food no quesito atendimento."
81816,"No site oficial diz que o valor hour é  de 17 as 20. No cocô bambu de Manaus eles mudam o horário ao bem entender. Chegamos as 19 e o valor hour havia finalizado...Não gostei, me senti enganada, entrei no site oficial  e aparentemente a informação oficial não vale nada."
81845,"Quanto a comida e ao valor tudo bem... ótima comida, barato não é pelo padrão do local, agora querer cobrar um pouco mais de 4 reais por pessoa pela musica ambiente ai já é deselegante... bancos encostados na parede são super desconfortáveis e escorregadios, prefiram as mesas centrais.
Pedi ao garçom um frango a parmegiana que estava no cardápio on line e eles me trouxerem um filé a parmegiana alegando que o frango não é vendido na casa e nem tinha no cardápio e tinha, o que foi mostrado ao atendende... resumindo, me cobraram 30 reais a mais pelo filé a parmegiana e nem ao menos me perguntaram se eu queria.
Enpara finalizar.... pedi para levar para viagem e nao me avisaram que cada marmitex de alumínio era 3 reais... o que o garçom podia por em 1 marmitex ele colocou em 3 e na nota me veio cobrando 9 reais so so marmitex de alumínio, nao avisaram e me senti lesado.
Acho que a comunicação entre os funcionários do local junto as clientes deve ser melhorada, pq o publico alvo é atingido, mas tomem cuidado para o cliente não sair com uma má impressão do local e não voltar mais.
Vamos somar: 9 de marmitex, 13 de som ambiente mais 25 de 10% igual a 47 so de taxas, serviço e marmitex."
81849,"Antes de entrar, saiba que não haverá nenhum tipo de cortesia, independente do valor de sya conta! Essa loja do coco bambu em Manaus é a pior de todas as franquias! Nunca pensa no cliente ou na satisfação! Pior gerência de todas as franquias! Péssimo!"
81856,"Deixou muito a desejar o camarão não veio padrão da franquia"
81920,"Pedi um camarão internacional para 4 pessoas e não veio nem a metade da embalagem, eu como consumidora do próprio restaurante que sou logo estranhei o fato da porção ser tão menor que todas as outras que já pedir por delivery de lá e das que comi lá no próprio estabelecimento, entrei em contato e me informaram primeiro que a porção era essa mesmo mas pediram pra enviar foto do prato e da nota, logo enviei as fotos e também um vídeo. Depois me retornaram dizendo que mostraram a foto para o gerente do estabelecimento e para o próprio chef e os mesmo informaram que a porção era aquela mesmo, praticamente me chamando de mentirosa como se eu nunca tivesse comido no coco bambu, dando desculpas que a porção lá do local parece maior por conta do prato que vem a comida, informei que já pedi em casa com a embalagem para delivery e a porção era muito maior sendo que essa porção que veio não era nunca a mesma porção que sempre peço. A moça disse que nada poderia fazer pois seus superiores falaram que era aquela porção, não a culpo afinal ela é só uma funcionária do estabelecimento mas fiquei muito indignada pelo fato deles não admitirem que a porção veio com menos comida e de nada resolverem meu problema. Então fica meu alerta, não comprem nesse restaurante e principalmente se for por delivery, a comida não é barata, vem fria e ainda a porção não dar pra 4 pessoas comerem e quando você reclama eles praticamente lhe chamam de mentirosa dizendo que a porção é aquela mesmo.
Eu já entrei em contato e nada resolveram, mas queria deixar público para todas as pessoas ficarem ciente do tipo de restaurante que vocês são.
Pedi por delivery neles e pedi pra se estressar de graça. Inclusive se for você ver as avaliações desse restaurante pelo aplicativo ifood vai ver pessoas reclamando do mesmo fato que ocorreu comigo, dizem que o prato e pra 4 pessoas e mal serve 3, gostaria de reiterar: sou cliente e sei que a porção de vocês não é essa que veio por delivery no dia 05/11/2020."
81939,"Não estive naquele lugar."
81943,"Primeira e última vez no restaurante. Pedi o prato camarão internacional , extremamente salgado sem sabor, gastamos R$ 140,00 com o prato e bebidas , uma pena comida ruim e cara."
81957,"A estrutura e excelente, tinha tudo pra ser um dos meus lugares preferidos, porém, o atendimento deixa muito a desejar. Muita demora, pouca atenção. Irei mais alguma vez pra ter certeza que foi o dia específico, e que talvez seja legal!"
81960,"Sou cliente do Coco Bambu desde que ele inaugurou no shopping Ponta Negra,e sempre que posso,vou com a Família ou Amigos.E desde então nunca passei por nenhum constrangimento ,sempre fui bem tratada,e assim os que vão junto comigo comigo também,e sempre avaliei bem o lugar e o atendimento de excelência e por ser um lugar de renome aqui em Manaus e outras cidades,nunca reclamei dos valores cobrados a mais,embutidos nas conta,pois como expliquei,o restaurante pelas condições maravilhosas e estruturais,valia a pena cada centavo gasto,por causa do ATENDIMENTO.
E infelizmente não foi o que aconteceu agora no ultimo dia 25/10/2020 as 18:30,onde fiz a reserva com uma semana de antecedência,pra evitar aborrecimentos.E pense num atendimento decepcionante,deixaram a minha mesa num lugar, onde não sei porque o motivo,o garçom que era pra ficar atendendo não ficou próximo,como é de costume.Tivemos que ficar chamando igual numa barzinho de esquina,chamando várias vezes,porque ele sumia,largou a gente lá na mesa ao Deus dará. Cobrança no final veio errada,questionaram na mesa a criança,minha sobrinha  que não podia ficar na mesa,mas na reserva eu já tinha contado com ela,e ela não ficaria pois iria brincar nos play ground do restaurante,que também achei errado a cobrança separada.Pois se a família iria consumir,o porque de cobrarem pras crianças brincarem? Mas também não questionei.Sai e fui questionar com o gerente,que só me deu desculpas esfarrapadas e pediu desculpas e nada mais.E como eu informei, estava ali Comemorando aniversário de minha Filha,o constrangimento que me fizeram passar com minha família,a desculpa dele não me valia de nada,pois se fosse pra ter péssimo atendimento,e eu e minha família teríamos ido pra praça de alimentação do shopping,onde a comida é mais barata,e o atendimento não seria tão péssimo como no restaurante. Super decepcionante."
81963,Razoável
82012,"O serviço delivery mandaram 1 kg de arroz à piamontese E o camarão que é bom só enfeite, essa Já é a segunda vez que acontece confirmando a ineficiência. Sendo que essa última vez pedir um litro de suco de laranja e mandaram 500ml.

Fagner Assunção."
82013,"Em Campinas era muito bom, só que aqui em Manaus é muito lotado, bem diferente de Sp"
82046,"- atendimento ruim
- propaganda enganosa
- falta do dever de informação, expresso no CDC"
82080,"No dia 29/09/2020 foi realizado a comemoração de um aniversário com reserva para 20 lugares.
Tenho às seguintes reclamações à fazer:
O garçom que estava atendendo foi muito ignorante com todos que estavam na mesa.
No local que arrumaram às duas mesas não se ouviu em nenhum momento à voz do artista que estava se apresentando no local.
Todos nós achamos um absurdo pagar de taxa de serviços por um péssimo serviço, pagar pelo artista que não foi usufruído."
